word,sentiment,std
disconcerting,-0.83,0.44
drab,-0.83,0.21
inarticulate,-0.78,0.22
unthinkable,-0.71,0.22
alcoholic,-0.7,0.16
expectant,-0.69,0.38
gaping,-0.69,0.12
fake,-0.68,0.16
sweating,-0.68,0.28
uninteresting,-0.65,0.24
skeptical,-0.65,0.35
contracting,-0.63,0.18
scarce,-0.61,0.14
crucial,-0.6,0.32
bolshevist,-0.53,0.19
penal,-0.52,0.19
squat,-0.5,0.28
stark,-0.46,0.14
halting,-0.41,0.2
uneven,-0.41,0.16
booming,-0.31,0.14
unpopular,-0.29,0.2
roving,-0.26,0.2
hazardous,-0.26,0.26
bankrupt,-0.19,0.16
sensory,-0.18,0.15
sprawling,-0.18,0.21
stinging,-0.16,0.22
medium,-0.16,0.23
arrogant,-0.16,0.22
subconscious,-0.13,0.15
yawning,-0.13,0.17
astral,-0.13,0.23
indomitable,-0.11,0.16
crumbling,-0.11,0.15
charred,-0.09,0.18
heaviest,-0.08,0.18
finishing,-0.05,0.14
nicaraguan,-0.04,0.1
dian,-0.04,0.14
folding,-0.04,0.14
inaugural,-0.03,0.14
intermittent,-0.03,0.09
incoming,-0.01,0.14
puffing,-0.0,0.1
fascist,0.01,0.05
jagged,0.01,0.09
capita,0.03,0.1
accompanying,0.03,0.14
tireless,0.03,0.07
communist,0.05,0.06
reactionary,0.07,0.13
anti,0.08,0.18
appreciative,0.08,0.25
quarterly,0.08,0.16
incalculable,0.1,0.18
overhanging,0.1,0.14
pessimistic,0.11,0.24
disappointing,0.11,0.19
soviet,0.11,0.07
representative,0.12,0.09
senatorial,0.13,0.11
austere,0.13,0.11
bolshevik,0.14,0.09
meager,0.14,0.29
obtainable,0.14,0.26
operative,0.15,0.07
bourgeois,0.16,0.12
cumulative,0.16,0.12
managing,0.16,0.09
bearded,0.17,0.28
hungarian,0.17,0.06
semi,0.18,0.12
seasoned,0.18,0.13
dozier,0.18,0.67
transatlantic,0.18,0.07
vice,0.19,0.06
immemorial,0.19,0.08
regional,0.19,0.1
intensive,0.2,0.11
onetime,0.2,0.13
wary,0.2,0.59
sociological,0.2,0.13
dynamic,0.2,0.16
seasonal,0.21,0.2
famed,0.22,0.14
nimble,0.22,0.26
sleek,0.23,0.26
argentine,0.23,0.07
rousing,0.24,0.11
olympic,0.25,0.1
moslem,0.25,0.04
advisory,0.25,0.12
dental,0.25,0.8
appreciable,0.26,0.14
variable,0.27,0.13
portable,0.29,0.1
dimensional,0.3,0.13
standardized,0.3,0.21
sporting,0.32,0.18
vaudeville,0.33,0.19
crystalline,0.37,0.12
inc,0.37,0.15
mobile,0.37,0.06
victorian,0.38,0.12
cooler,0.39,0.17
statistical,0.49,0.16
unofficial,0.49,0.13
lusty,0.49,0.22
chilean,0.5,0.07
unified,0.51,0.15
exotic,0.6,0.25
feathered,0.62,0.21
contrasting,0.64,0.17
astute,0.64,0.11
photographic,0.66,0.09
amorphous,0.66,0.11
responsive,0.68,0.2
armenian,0.69,0.14
welcoming,0.69,0.27
tolerant,0.7,0.17
sophisticated,0.71,0.11
burly,0.73,0.27
immaculate,0.76,0.23
baked,0.96,0.54
reminiscent,1.04,0.57
optimistic,1.11,0.6
colorful,1.13,0.64
unemployed,1.19,0.74
businesslike,1.23,0.56
waxed,1.26,0.48
shimmering,1.37,0.34
suave,1.7,0.52
fragile,1.94,0.69
tahitian,2.37,0.61
immigrant,-2.25,0.87
devastating,-2.14,0.68
homeless,-1.93,0.93
needy,-1.78,0.98
jobless,-1.62,1.01
faulty,-1.58,0.74
strangest,-1.33,0.61
lousy,-1.25,1.25
goddamn,-1.17,1.25
unsound,-0.99,0.3
harassed,-0.82,0.29
unstable,-0.81,0.7
digestive,-0.8,0.21
symbolic,-0.72,0.3
outright,-0.62,0.2
soapy,-0.6,0.87
pertinent,-0.58,0.4
bulky,-0.56,0.14
frenzied,-0.52,0.11
phenomenal,-0.48,0.26
exterior,-0.4,0.13
unpaid,-0.36,0.12
decreasing,-0.36,0.15
dippy,-0.35,0.44
confusing,-0.32,0.27
smoky,-0.32,0.2
residential,-0.29,0.14
undistributed,-0.29,0.22
proletarian,-0.29,0.09
pompous,-0.27,0.31
surviving,-0.26,0.17
thinner,-0.25,0.3
macroscopic,-0.25,0.16
major,-0.23,0.24
synthetic,-0.23,0.11
statutory,-0.22,0.22
investing,-0.21,0.19
rightist,-0.21,0.12
fabulous,-0.19,0.25
nazi,-0.18,0.09
supplementary,-0.18,0.24
capitalist,-0.17,0.36
mandatory,-0.17,0.1
coastal,-0.16,0.11
creaking,-0.15,0.16
cute,-0.14,1.19
proportional,-0.11,0.17
mountainous,-0.1,0.08
eventual,-0.1,0.37
baltic,-0.09,0.04
insurgent,-0.09,0.06
scandinavian,-0.09,0.17
taxing,-0.08,0.12
kincaid,-0.07,0.15
dictatorial,-0.07,0.18
caribbean,-0.06,0.05
appellate,-0.06,0.14
leftist,-0.05,0.06
brittle,-0.04,0.21
brazilian,-0.04,0.06
finnish,-0.03,0.05
guaranty,-0.03,0.19
inclusive,-0.02,0.23
further,-0.01,0.18
aggregate,-0.0,0.2
czech,0.0,0.06
static,0.01,0.23
premier,0.01,0.07
resultant,0.01,0.22
totalitarian,0.02,0.17
controversial,0.03,0.31
smashing,0.03,0.18
capitalistic,0.03,0.31
sterile,0.04,0.15
uniformed,0.04,0.17
phonetic,0.05,0.22
monetary,0.05,0.14
virtual,0.05,0.27
dummy,0.06,0.13
reciprocal,0.07,0.14
hourly,0.07,0.12
integral,0.08,0.15
plural,0.08,0.2
ethiopian,0.09,0.12
inflated,0.1,0.18
centralized,0.1,0.2
marginal,0.11,0.07
mechanized,0.11,0.18
sluggish,0.12,0.18
taut,0.12,0.2
grammatical,0.12,0.24
transcontinental,0.17,0.13
skinny,0.17,0.51
lengthy,0.17,0.38
challenging,0.17,0.15
martian,0.2,0.18
understandable,0.21,0.18
concerted,0.22,0.1
trusty,0.23,0.14
anterior,0.25,0.17
ventral,0.25,0.12
posterior,0.25,0.16
spiral,0.26,0.16
fastest,0.26,0.31
tighter,0.29,0.19
angular,0.36,0.17
oily,0.4,0.26
sardonic,0.41,0.43
past,0.46,0.13
windy,0.48,0.36
newest,0.5,0.19
articulate,0.5,0.19
dependable,0.51,0.28
curving,0.57,0.19
gaudy,0.57,0.2
durable,0.63,0.17
reddish,0.65,0.31
stocky,0.66,0.37
vulnerable,0.69,0.86
padded,0.81,0.18
leisurely,0.89,0.16
tan,0.95,0.4
nude,1.05,0.82
slick,1.13,0.81
flowered,1.18,0.28
stuffy,1.21,0.68
goddam,-2.07,0.74
frustrated,-1.86,0.8
smug,-1.23,0.62
frightening,-1.2,0.77
shaky,-1.08,0.35
oppressed,-1.08,0.13
phony,-1.07,0.29
millicent,-0.95,0.58
apprehensive,-0.91,0.48
agitated,-0.83,0.5
marital,-0.82,0.89
neurotic,-0.8,0.21
sharper,-0.7,0.21
sioux,-0.67,0.26
displaced,-0.62,0.18
subversive,-0.59,0.14
relevant,-0.55,0.36
inflationary,-0.54,0.13
tattered,-0.53,0.35
rival,-0.52,0.16
delinquent,-0.52,0.18
stinking,-0.5,0.42
growing,-0.45,0.21
adolescent,-0.43,0.24
numb,-0.42,0.25
fancy,-0.39,0.23
postwar,-0.39,0.15
staggering,-0.38,0.18
psychiatric,-0.37,0.19
boring,-0.3,0.25
geographic,-0.27,0.12
global,-0.26,0.13
multiple,-0.23,0.19
pregnant,-0.22,0.23
cherished,-0.2,0.17
operational,-0.2,0.13
southeastern,-0.2,0.1
periodic,-0.2,0.1
hawaiian,-0.18,0.09
radioactive,-0.17,0.17
med,-0.15,0.19
unpredictable,-0.15,0.45
jinny,-0.12,0.18
selective,-0.11,0.19
occupational,-0.11,0.22
barbed,-0.11,0.13
accelerated,-0.1,0.11
germanic,-0.09,0.1
korean,-0.08,0.11
weathered,-0.07,0.3
yugoslav,-0.07,0.06
expanding,-0.06,0.1
technological,-0.05,0.18
expressionless,-0.05,0.26
cant,-0.04,0.24
crowded,-0.04,0.18
cardboard,-0.03,0.14
electronic,-0.01,0.07
bahai,-0.01,0.26
withholding,-0.0,0.09
tactical,0.01,0.18
invading,0.04,0.1
overall,0.05,0.23
trucking,0.05,0.13
simultaneous,0.05,0.1
associate,0.05,0.17
stellar,0.05,0.17
proposed,0.09,0.17
unconditional,0.11,0.11
prewar,0.11,0.13
automotive,0.11,0.15
excess,0.12,0.07
super,0.13,0.11
grazing,0.13,0.13
interim,0.14,0.15
sizable,0.15,0.16
byzantine,0.16,0.11
institutional,0.16,0.11
privy,0.17,0.13
captive,0.21,0.12
integrated,0.21,0.17
nuclear,0.22,0.14
clinical,0.25,0.15
round,0.32,0.41
oral,0.34,0.21
matching,0.34,0.14
interstate,0.37,0.18
windswept,0.39,0.58
aging,0.56,0.13
longtime,0.6,0.08
lush,0.67,0.17
tailored,0.73,0.18
workable,0.75,0.22
hushed,0.8,0.36
grave,1.01,0.26
talented,1.06,0.16
tidy,1.16,0.15
allergic,-2.36,0.54
damaging,-1.71,0.59
assorted,-1.68,0.52
hesitant,-1.36,0.79
obscene,-1.3,0.15
consecutive,-1.23,0.81
generalized,-1.16,0.72
wry,-0.79,0.32
irrational,-0.77,0.08
overt,-0.67,0.13
immune,-0.63,0.12
thermonuclear,-0.6,0.17
ailing,-0.58,0.33
meeker,-0.56,0.3
meaningful,-0.53,0.21
persuasive,-0.52,0.72
cerebral,-0.51,0.17
massed,-0.45,0.15
barefoot,-0.34,0.3
agrarian,-0.3,0.24
probing,-0.3,0.13
random,-0.23,0.12
focal,-0.2,0.07
continuing,-0.19,0.09
dominican,-0.19,0.13
modred,-0.19,0.13
offshore,-0.18,0.08
israeli,-0.15,0.1
iranian,-0.15,0.12
underdeveloped,-0.14,0.12
resistant,-0.12,0.22
ballistic,-0.12,0.1
asian,-0.11,0.05
wormy,-0.11,0.24
airborne,-0.09,0.07
exiled,-0.07,0.15
restraining,-0.06,0.04
implicit,-0.02,0.12
ideological,-0.02,0.11
middle,-0.01,0.13
limiting,-0.01,0.12
communal,-0.0,0.14
upstate,0.01,0.07
toughest,0.02,0.22
darkened,0.02,0.29
nationwide,0.02,0.07
tricky,0.03,0.74
algerian,0.04,0.07
merced,0.04,0.09
cracking,0.05,0.17
overseas,0.05,0.09
biblical,0.05,0.18
ascidian,0.08,0.1
vietnamese,0.1,0.1
autonomous,0.14,0.06
quantitative,0.14,0.12
bipartisan,0.15,0.09
apocrine,0.16,0.07
forceful,0.17,0.1
factual,0.18,0.15
basal,0.18,0.09
empirical,0.18,0.18
peripheral,0.19,0.06
founding,0.19,0.11
monumental,0.19,0.1
epidermal,0.19,0.09
galactic,0.2,0.1
outspoken,0.37,0.11
homemade,0.42,0.15
literate,0.48,0.16
silky,0.51,0.26
standard,0.56,0.22
freer,0.56,0.21
disciplined,0.6,0.13
complementary,0.81,0.21
glamorous,0.82,0.3
downtown,0.84,0.15
tanned,0.95,0.52
tougher,0.96,0.77
outgoing,0.96,0.6
instrumental,0.97,0.69
amber,1.23,0.48
worthwhile,1.41,0.63
contented,2.34,0.6
cozy,2.7,0.37
maiden,2.71,0.35
fucking,-2.06,0.73
retarded,-1.99,0.71
pointless,-1.99,0.66
goddamned,-1.48,0.94
lethal,-1.48,0.63
bizarre,-1.02,0.33
ineffective,-1.0,0.17
unrealistic,-0.92,0.23
chaotic,-0.9,0.14
eerie,-0.81,0.28
frustrating,-0.79,0.26
racist,-0.74,0.28
obsessed,-0.69,0.28
unacceptable,-0.65,0.18
industrialized,-0.6,0.24
appalled,-0.56,0.38
shattering,-0.53,0.22
awesome,-0.49,0.31
unrelated,-0.49,0.18
underwater,-0.43,0.13
gravitational,-0.42,0.06
stained,-0.39,0.31
environmental,-0.37,0.09
risky,-0.36,0.19
antipoverty,-0.34,0.18
archaic,-0.33,0.16
ambiguous,-0.31,0.19
bureaucratic,-0.29,0.18
bacterial,-0.29,0.11
kerothi,-0.28,0.13
accustomed,-0.27,0.26
genetic,-0.27,0.13
atmospheric,-0.26,0.09
glazed,-0.26,0.22
palestinian,-0.26,0.15
parochial,-0.24,0.12
inertial,-0.21,0.11
sagging,-0.2,0.19
token,-0.2,0.1
residual,-0.15,0.13
reverse,-0.14,0.14
molding,-0.13,0.11
nursing,-0.13,0.23
predictable,-0.12,0.96
unidentified,-0.11,0.1
congolese,-0.1,0.08
recognizable,-0.1,0.13
segregated,-0.09,0.1
ethnic,-0.07,0.13
remedial,-0.04,0.19
organizational,-0.04,0.07
indonesian,-0.03,0.11
marxist,-0.02,0.07
statewide,-0.02,0.05
worldwide,-0.01,0.08
buddhist,-0.01,0.21
tacit,-0.01,0.11
intercontinental,0.02,0.08
muslim,0.03,0.29
soluble,0.05,0.18
erotic,0.05,0.15
advanced,0.1,0.12
televised,0.11,0.09
connecting,0.14,0.07
supersonic,0.15,0.12
midwestern,0.15,0.08
affluent,0.16,0.23
philharmonic,0.16,0.11
chartered,0.18,0.08
buzzing,0.19,0.26
diving,0.2,0.16
incumbent,0.25,0.07
lunar,0.25,0.11
behavioral,0.25,0.06
binding,0.26,0.21
rigorous,0.26,0.09
volatile,0.26,0.17
rectangular,0.28,0.14
jacksonian,0.29,0.09
tracking,0.3,0.16
manned,0.31,0.12
milky,0.33,0.22
frontal,0.34,0.19
minimal,0.34,0.13
tertiary,0.37,0.1
regulatory,0.38,0.12
bass,0.4,0.17
thai,0.42,0.1
optimum,0.51,0.21
muted,0.54,0.32
knowledgeable,0.7,0.12
restrictive,0.9,0.87
bathing,1.03,0.69
overdue,1.2,0.68
lifelong,1.35,0.64
chic,1.87,0.57
inexpensive,1.87,0.61
charmian,2.44,0.29
handicapped,-1.98,1.12
disadvantaged,-1.83,1.46
paranoid,-1.79,0.73
teenage,-1.53,0.85
nutritional,-1.53,0.99
looseleaf,-1.45,0.71
chilling,-1.44,0.78
developing,-1.35,1.07
stunning,-1.23,0.9
vain,-1.18,0.15
ecological,-0.55,0.13
inappropriate,-0.49,0.23
antarctic,-0.44,0.17
affirmative,-0.39,0.18
scenic,-0.38,0.22
rhodesian,-0.36,0.29
unwanted,-0.33,0.09
erratic,-0.32,0.21
toxic,-0.29,0.24
unspoken,-0.28,0.15
mayoral,-0.27,0.12
homosexual,-0.23,0.16
terrorist,-0.23,0.1
sweaty,-0.22,0.25
dissident,-0.21,0.21
abdominal,-0.2,0.16
multinational,-0.19,0.15
celtic,-0.15,0.17
federalist,-0.13,0.13
therapeutic,-0.13,0.36
bicentennial,-0.12,0.1
respiratory,-0.12,0.15
cardiac,-0.09,0.16
legendary,-0.07,0.1
semantic,-0.07,0.22
cambodian,-0.05,0.07
mindless,-0.05,0.21
nonexistent,-0.02,0.11
pervasive,-0.02,0.26
budgetary,-0.01,0.1
lebanese,0.01,0.1
differing,0.01,0.11
recreational,0.03,0.29
vested,0.03,0.06
publicized,0.04,0.25
polluted,0.07,0.07
generating,0.07,0.12
pulmonary,0.09,0.17
clandestine,0.09,0.07
spare,0.09,0.14
tight,0.09,0.2
intriguing,0.1,0.42
jordanian,0.1,0.11
permissible,0.13,0.13
rumpled,0.15,0.32
covert,0.16,0.1
stringent,0.17,0.14
lexical,0.18,0.19
prestigious,0.2,0.11
onstage,0.24,0.16
sensual,0.27,0.18
viable,0.3,0.22
islamic,0.36,0.15
opaque,0.36,0.24
innovative,0.36,0.18
fatty,0.36,0.08
indoor,0.37,0.17
definitive,0.37,0.12
substantive,0.41,0.12
computerized,0.42,0.16
investigative,0.42,0.08
sikh,0.46,0.44
balanced,0.47,0.07
yiddish,0.57,0.14
facial,0.57,0.26
pragmatic,0.58,0.14
idealistic,0.62,0.18
provocative,0.73,0.28
bumper,0.92,0.7
rewarding,1.25,0.77
benign,1.3,0.23
sexy,1.67,0.48
dreaded,-1.92,0.81
hispanic,-1.91,1.27
agonizing,-1.88,0.83
repressive,-1.83,1.07
impoverished,-1.68,1.18
troubled,-1.57,1.04
rotting,-1.11,0.33
messy,-1.1,0.18
scary,-1.09,0.76
sloppy,-0.98,0.97
unsure,-0.89,0.51
macho,-0.81,0.17
unreliable,-0.64,0.18
valerian,-0.6,0.33
consulting,-0.58,0.13
indigenous,-0.58,0.41
hectic,-0.54,0.21
smarter,-0.53,0.3
frosty,-0.5,0.15
diagnostic,-0.46,0.12
ongoing,-0.41,0.14
epic,-0.4,0.21
lared,-0.38,0.39
unclear,-0.37,0.18
murky,-0.32,0.2
imperialist,-0.32,0.19
illicit,-0.3,0.07
nonprofit,-0.3,0.24
estimated,-0.29,0.23
infectious,-0.28,0.16
undercover,-0.27,0.19
problematic,-0.26,0.22
cosmetic,-0.25,0.14
hybrid,-0.24,0.15
thyroid,-0.2,0.12
thriving,-0.2,0.14
fuzzy,-0.2,0.21
burgeoning,-0.2,0.11
nagging,-0.18,0.16
certified,-0.18,0.09
honduran,-0.16,0.11
mating,-0.13,0.14
looming,-0.1,0.23
key,-0.09,0.16
automated,-0.09,0.1
upcoming,-0.09,0.16
iraqi,-0.07,0.1
reproductive,-0.07,0.11
fundamentalist,-0.07,0.1
libyan,-0.07,0.09
retired,-0.07,0.23
afghan,-0.06,0.1
afrikaner,-0.06,0.17
sicilian,-0.05,0.27
imported,-0.05,0.12
composite,-0.05,0.11
electromagnetic,-0.04,0.08
troubling,-0.04,0.17
analytical,-0.03,0.14
hottest,-0.03,0.37
digital,-0.03,0.12
pioneering,-0.0,0.08
nationalist,-0.0,0.15
serial,-0.0,0.18
fictional,0.01,0.09
thermal,0.01,0.13
median,0.01,0.3
dietary,0.02,0.19
overweight,0.02,0.24
hooded,0.03,0.27
endangered,0.03,0.15
spatial,0.06,0.1
lucrative,0.06,0.12
audio,0.07,0.13
cognitive,0.08,0.08
shadowed,0.08,0.22
feminist,0.1,0.18
microscopic,0.11,0.08
bustling,0.11,0.16
mainstream,0.11,0.12
evolutionary,0.12,0.08
flawed,0.12,0.24
fallow,0.13,0.18
journalistic,0.15,0.17
developmental,0.15,0.08
sortal,0.15,0.15
optical,0.16,0.12
cluttered,0.17,0.15
conceptual,0.18,0.1
managerial,0.19,0.08
anthropological,0.2,0.11
vascular,0.23,0.17
intuitive,0.24,0.31
beige,0.27,0.24
infrared,0.34,0.12
padraic,0.36,0.21
compatible,0.38,0.13
sparse,0.4,0.16
credible,0.44,0.1
makeshift,0.45,0.28
linear,0.45,0.17
ceramic,0.47,0.09
flamboyant,0.48,0.21
satisfied,0.48,0.95
coherent,0.51,0.14
lighted,0.51,0.17
ecstatic,0.65,0.69
seductive,0.66,0.25
heady,0.7,0.69
adept,0.71,0.21
ornate,0.88,0.19
hefty,0.89,0.12
supportive,1.0,0.28
fellow,1.01,0.22
gebling,1.13,0.75
frazier,1.25,0.72
stylish,1.65,0.24
festive,1.94,0.33
versatile,1.98,0.68
bloated,-2.16,0.97
stranded,-1.89,0.9
haitian,-1.66,1.25
crazed,-1.47,0.24
unsettling,-1.37,0.91
roasting,-1.32,0.93
catastrophic,-1.31,0.31
grieving,-1.3,0.83
rampant,-1.2,0.21
idiotic,-1.11,1.06
stressful,-1.11,0.39
broken,-1.06,0.23
rusted,-0.95,0.24
soggy,-0.93,0.35
impaired,-0.91,0.62
recurring,-0.81,0.3
preschool,-0.73,0.29
imaginable,-0.66,0.32
abusive,-0.65,0.26
disoriented,-0.57,0.55
mundane,-0.52,0.23
bosnian,-0.46,0.11
burnt,-0.44,0.32
hotter,-0.43,0.2
limping,-0.43,0.36
newborn,-0.4,0.33
procedural,-0.37,0.22
indistinct,-0.36,0.31
breathtaking,-0.35,1.07
chevy,-0.34,0.15
lesbian,-0.33,0.17
disposable,-0.31,0.2
populist,-0.29,0.18
salty,-0.27,0.46
edgy,-0.27,0.47
deathless,-0.26,0.48
cardiovascular,-0.25,0.14
furry,-0.24,0.26
croatian,-0.19,0.13
tibetan,-0.19,0.08
flipping,-0.18,0.13
overgrown,-0.17,0.2
northeastern,-0.15,0.27
downwind,-0.15,0.08
flimsy,-0.14,0.12
exasperated,-0.14,0.65
hypothetical,-0.14,0.18
daunting,-0.14,0.32
heightened,-0.13,0.15
demographic,-0.13,0.1
jared,-0.12,0.08
ottoman,-0.12,0.11
planetary,-0.11,0.11
jesuit,-0.11,0.24
bottled,-0.1,0.11
whitewater,-0.09,0.2
baggy,-0.09,0.41
authoritarian,-0.09,0.15
anomalous,-0.09,0.13
forensic,-0.08,0.12
frayed,-0.07,0.36
saturated,-0.07,0.14
multicultural,-0.05,0.16
projected,-0.04,0.16
orbital,-0.04,0.08
preventive,-0.04,0.17
shredded,-0.03,0.18
cherokee,-0.03,0.23
crested,-0.03,0.18
humanitarian,-0.02,0.09
marguerite,-0.02,0.23
unruly,-0.02,0.38
ultraviolet,-0.01,0.1
chipped,-0.01,0.17
adaptive,0.0,0.09
hilly,0.01,1.09
bolivian,0.03,0.22
transitional,0.03,0.39
ambient,0.04,0.14
promotional,0.04,0.18
incorrect,0.05,0.23
liturgical,0.06,0.33
serbian,0.06,0.19
seismic,0.07,0.16
tabloid,0.07,0.21
botanical,0.08,0.35
coordinated,0.09,0.09
fledgling,0.1,0.11
rear,0.1,0.16
perceptual,0.1,0.14
iced,0.12,0.21
neural,0.13,0.14
kerkorian,0.14,0.12
stainless,0.14,0.3
ukrainian,0.15,0.28
molecular,0.15,0.16
leftover,0.15,0.32
pungent,0.15,0.33
rearing,0.15,0.1
affordable,0.15,0.44
pharmaceutical,0.16,0.14
ubiquitous,0.16,0.16
culinary,0.16,0.13
interstellar,0.16,0.1
cellular,0.17,0.18
modernist,0.17,0.09
entrenched,0.18,0.14
stubby,0.19,0.28
lumpy,0.2,0.26
retrospective,0.21,0.11
healthier,0.21,0.3
causal,0.21,0.16
recycled,0.25,0.08
quieter,0.25,0.21
answering,0.25,0.19
interactive,0.25,0.13
avid,0.25,0.27
floral,0.28,0.2
jj,0.28,0.19
reflective,0.3,0.19
oblique,0.31,0.22
qualitative,0.33,0.15
prized,0.34,0.19
entrepreneurial,0.35,0.2
mashed,0.37,0.27
licensed,0.37,0.15
braided,0.38,0.37
accountable,0.38,0.25
collaborative,0.38,0.14
expansive,0.38,0.24
instructional,0.38,0.19
optional,0.39,0.16
floppy,0.4,0.31
rhetorical,0.41,0.09
toasted,0.42,0.15
oversized,0.43,0.24
freckled,0.43,0.46
alpine,0.44,0.25
appealing,0.44,0.22
gloved,0.45,0.16
layered,0.46,0.22
fluffy,0.47,0.33
acclaimed,0.48,0.26
online,0.49,0.12
utilitarian,0.51,0.15
charismatic,0.53,0.2
puffy,0.58,0.37
herbal,0.59,0.13
sustainable,0.6,0.16
goofy,0.6,0.9
starched,0.61,0.34
roasted,0.62,0.24
frigid,0.66,0.48
optimal,0.69,0.27
fluorescent,0.71,0.37
spicy,0.72,0.32
patterned,0.73,0.39
aquatic,0.75,0.31
timeless,0.75,0.2
translucent,0.8,0.51
turquoise,0.82,0.56
alternative,0.84,0.18
plush,0.84,0.23
lightweight,0.86,0.1
giddy,0.89,1.07
grilled,0.91,0.25
soy,0.97,0.21
creamy,1.01,0.49
pastel,1.02,0.36
vibrant,1.05,0.26
tart,1.21,0.83
panty,1.34,0.65
eclectic,1.36,0.77
humid,1.53,1.08
pristine,1.61,0.91
incompatible,1.64,0.98
proprietary,1.67,0.8
geometric,1.67,1.03
vegetarian,1.68,0.83
tasty,2.01,0.71
savvy,2.4,0.77
traumatic,-3.08,0.68
horrific,-2.83,0.69
insecure,-2.55,0.72
creepy,-2.17,0.52
misguided,-1.98,0.73
gruesome,-1.93,0.99
searing,-1.78,0.74
cranky,-1.64,0.71
grainy,-1.54,0.77
errant,-1.33,0.71
tantalizing,-1.23,0.75
nasal,-1.23,0.66
intentional,-1.18,0.89
pelvic,-1.04,0.23
ensuing,-1.04,0.21
bipolar,-0.97,0.16
fractured,-0.81,0.14
sarcastic,-0.79,0.5
obsessive,-0.74,0.21
repetitive,-0.73,0.15
suicidal,-0.72,0.17
spooky,-0.7,0.9
pediatric,-0.56,0.18
overlapping,-0.53,0.15
parched,-0.53,0.19
unhealthy,-0.47,0.15
steamy,-0.4,0.34
blurry,-0.39,0.28
introductory,-0.36,0.13
feral,-0.31,0.22
lateral,-0.3,0.18
warped,-0.28,0.15
dented,-0.26,0.22
pakistani,-0.25,0.24
preformatted,-0.22,0.13
darkening,-0.21,0.14
raucous,-0.21,0.23
genital,-0.2,0.15
intimidating,-0.19,0.22
unmanned,-0.19,0.11
societal,-0.16,0.13
dashing,-0.16,0.16
gritty,-0.15,0.17
deserted,-0.08,0.18
canine,-0.08,0.11
smartest,-0.08,0.26
interpretive,-0.06,0.14
dwindling,-0.06,0.13
centennial,-0.04,0.16
paved,0.0,0.14
emory,0.0,0.16
quirky,0.01,0.37
robotic,0.02,0.11
sassy,0.03,0.19
waning,0.04,0.13
designated,0.04,0.12
insulated,0.04,0.18
hilarious,0.06,0.27
shiite,0.09,0.2
outermost,0.1,1.05
mottled,0.11,0.2
broadband,0.15,0.09
gnarled,0.18,0.29
meticulous,0.19,0.11
fortified,0.2,0.08
modified,0.25,0.17
unmarked,0.27,0.18
handheld,0.28,0.05
nostalgic,0.28,0.66
cavernous,0.29,0.13
scrawny,0.3,0.29
aerobic,0.32,0.1
newfound,0.33,0.21
renewable,0.34,0.11
archaeological,0.34,0.16
beaded,0.35,0.27
grammy,0.38,0.24
oversize,0.39,0.2
parmesan,0.39,0.17
tinted,0.4,0.15
manicured,0.41,0.19
elian,0.41,0.16
vaulted,0.43,0.13
funky,0.43,0.25
collegiate,0.46,0.21
trendy,0.51,0.13
tallest,0.52,0.1
synchronized,0.53,0.17
abs,0.58,0.15
indigo,0.58,0.18
fleshy,0.58,0.26
maroon,0.6,0.19
pricey,0.63,0.13
diminutive,0.63,0.22
handmade,0.67,0.16
chunky,0.67,0.15
rambling,0.69,0.21
mini,0.69,0.1
aft,0.71,0.16
luxury,0.72,0.14
lacy,0.73,0.28
frosted,0.76,0.27
waterproof,0.79,0.24
chubby,0.82,0.38
safest,0.85,0.33
steamed,0.85,0.24
nicer,0.9,0.49
bleached,0.92,0.32
hazel,0.95,0.35
balding,0.96,0.47
obese,0.97,0.94
carefree,1.01,0.72
lanky,1.01,0.47
earthy,1.01,0.23
structured,1.12,0.67
wavy,1.13,0.41
freshwater,1.27,0.86
sculpted,1.29,0.34
calming,1.33,0.69
mediocre,1.39,0.62
treasured,1.62,0.64
mindful,2.01,0.77
enjoyable,2.1,0.57
flawless,2.31,0.87
petite,2.36,0.88
